-0.1998138839,-0.0563301729,0.1143931822,0.9715016883
-0.2795949607,-0.0575412227,-0.0001567233,0.9583922194
-0.0862194756,-0.1165795508,0.0358240928,0.9887831125
-0.0362290151,0.0745331099,0.135673758,0.9872815733
-0.1670543673,0.1690574632,0.0683975883,0.9689345599
-0.1677250142,-0.1713775203,0.0740020959,0.9679988394
-0.1166341261,0.2324887103,-0.0383639692,0.9648179574
-0.2035783793,-0.2133462912,0.0774506722,0.9523867867
-0.120275982,0.2672660412,-0.0556769824,0.9544645843
-0.0992514268,0.0165404158,-0.013521044,0.9948330269
0.1851550857,0.0881191485,0.0233067305,0.9784730001
-0.2571914427,0.256394126,0.0458492513,0.9305979055
-0.2383079492,0.4225646397,-0.0872639034,0.8700766945
-0.1372608363,0.2180134176,-0.010831267,0.9661844052
-0.2547362484,0.4020174597,-0.0859661682,0.8752721046
-0.1566249506,0.653170638,-0.1021095154,0.7337645449
-0.144777543,0.6407311306,-0.0242742285,0.7536006399
-0.184676922,0.0054052651,0.0428003108,0.9818519999
-0.0481022935,-0.0221396869,0.1138747946,0.9920829287
-0.0805933756,0.0482206971,-0.0005127989,0.9955798366
-0.0539587679,-0.2751229454,0.026043281,0.9595402921
-0.0336460773,-0.5322649334,0.1190070665,0.8374958694
-0.1262872627,0.1747178416,-0.0704923165,0.9739384177
-0.1716109317,0.0862728856,0.041078132,0.9805198983
-0.2381717232,0.0152519759,0.0235657261,0.9708173224
-0.1001302091,0.0474570959,0.0718485208,0.9912414211
-0.1766917076,0.209285234,-0.0510039534,0.9604052957
-0.0833323454,0.411572263,-0.092684637,0.9028142644
-0.2571218285,0.1799058325,0.0023660566,0.9494823158
-0.0600420158,0.2152489438,0.0276028231,0.9743207534
-0.1530494635,0.264726242,0.0417044173,0.9511869568
-0.1372903824,0.5472192502,-0.0186111959,0.8254429476
-0.2356783319,-0.0345556112,-0.0021683099,0.9712141525
-0.1699200134,0.0151801742,0.0541321556,0.983852865
-0.1283230851,0.0078521488,0.0604232989,0.9898588574
-0.2052553827,-0.152263366,0.1729522148,0.9511958987
-0.0972995367,-0.0286109373,0.137098198,0.9853518661
-0.1807517062,-0.0293271374,0.179830821,0.9665038145
-0.1286199153,-0.2582396721,-0.0133111013,0.9573881237
-0.1988016179,-0.0357976047,0.0396447362,0.9785830296
-0.1471070096,-0.0655687285,0.0221089728,0.9866972507
-0.1023345004,-0.1046138321,0.067671047,0.9869165245
-0.2154648655,0.078265665,0.0042303309,0.9733609228
0.0021921771,-0.2567499011,-0.0298410239,0.9660145953
-0.0664004795,-0.0086863962,0.0114622415,0.9976894008
-0.1829176011,0.305466315,0.0553545986,0.9328276191
-0.0810673085,-0.1909050162,0.0066515085,0.9782326535
-0.1521248851,0.1367741794,0.0239378741,0.9785590559
-0.1313632774,0.1165282213,0.0133360488,0.9843713827
-0.136549092,-0.0983819962,-0.0584075499,0.9840040072
-0.1841967536,0.1258450311,0.0245757868,0.9744899273
-0.1192093395,0.3541479678,0.0504542116,0.9261872128
-0.3380289354,0.1202450258,0.0271334163,0.9330280652
-0.105964896,0.0926825562,0.0596583732,0.9882420061
-0.0929097043,0.0850540386,0.0500488518,0.9907717767
-0.0084010045,0.0665150356,-0.0126174556,0.997670273
-0.2735491314,0.3814451378,-0.0402587792,0.8820712585
-0.1912965139,0.1528390603,0.0325807185,0.9690120574
-0.0268831397,-0.0338008655,0.07360953,0.9963515627
-0.185994197,0.6712378121,-0.0411625428,0.7163460525
-0.108985956,-0.0946587391,0.0283665349,0.9891193689
-0.1192315395,0.3615367202,-0.0446942935,0.9236219345
-0.0765500671,0.0586776248,-0.0011106057,0.9953370235
-0.0734002133,0.3907988338,0.0044625471,0.9175340624
-0.0391306649,0.4669652027,-0.0499537399,0.8819960059
-0.0835331603,0.1681218681,-0.0808514459,0.9788872728
-0.0833247309,-0.5653904865,0.0562378545,0.8186744972
-0.0435735057,-0.3500782813,-0.0180738462,0.935531876
-0.0995322143,-0.3430751361,-0.0202920451,0.9337992414
-0.0981399639,-0.0291106177,0.0072916972,0.9947200364
-0.0762661904,0.5282758918,-0.0324050596,0.8450195273
-0.2300870661,-0.0845226831,0.1671444214,0.9549757123
0.0046300545,-0.2432791593,-0.1065685155,0.964073113
0.0836727622,-0.1105108293,0.0957877936,0.985703264
-0.1002223232,0.0765331088,0.0187402013,0.991840196
-0.1652228613,0.0200763698,0.0691058075,0.9836273341
-0.2025885222,0.2817160979,-0.0074382698,0.9378371961
-0.0143167122,0.1729194155,0.1048179371,0.9792380255
-0.1327778485,-0.2068674798,0.1612712395,0.9558072355
-0.0467574085,0.3843312209,0.049147361,0.9206996359
-0.0084614056,0.4521577711,-0.0161442645,0.8917517288
-0.1637441069,0.1514012235,0.0865771778,0.9709634018
-0.2600662527,-0.0527885109,0.0878975929,0.9601317266
