0.5352211877,0.0523107171,0.7344404271
0.2532760318,0.0425352708,0.7540917329
0.4769954479,0.0327079363,0.7647471149
0.1911999671,0.2814956506,1.4490224355
0.1692543731,0.0121346119,1.0375060177
0.1957770088,0.0452163319,0.2800162945
-0.0247808145,0.085840053,0.2858889581
0.1749847705,0.0244033637,0.1853076263
-0.0026711408,0.0565294702,0.2852580685
0.0397359587,0.0287978074,0.1709778457
0.6238793882,0.3599884155,0.7651711361
-0.0623416159,-0.0746214537,0.687910347
-0.1848045614,0.0121028864,0.3380552884
-0.1666081258,0.0835588041,0.6230685956
-0.1728071398,0.045703847,0.5764597307
-0.3704698672,0.0937424017,0.2421395081
-0.9638420627,0.2254641802,0.6910127333
0.3328108072,0.0629050339,0.7690106107
0.4881048774,0.1538496523,0.56982163
0.4459356387,0.2828008203,0.7998819814
0.4938231405,0.133725371,0.484367456
0.9061995852,0.2031111731,0.0575928693
0.0151511683,-0.0638269515,0.4766098372
-0.1018953122,0.0441360104,0.7618206129
0.2830228798,0.1258320583,1.1117093356
0.2964408677,0.1732476602,0.4820149214
0.0095381886,0.0198732981,0.2590326847
-0.0733901455,0.0424747249,0.2295390553
-0.1547938714,-0.0270737871,0.8226655023
0.0023449113,0.1581920477,0.8196777979
-0.1115937615,0.0878564642,1.2519114288
-0.3868197636,-0.0094601418,0.6905437058
0.0786033189,0.033657345,0.3474584314
0.2532243736,0.0403826465,0.6174428534
0.2047265293,-0.0688281954,0.5791815799
0.3452403352,0.0546243849,0.6648973987
0.1402325683,0.0222315187,0.1454746995
0.2481979535,0.0634726037,0.665785984
0.6852447842,0.2362289887,0.4618483003
0.1097900979,0.0670346364,0.8434950675
0.4838898992,0.0568075561,0.6557173829
0.2336987373,0.1056658395,0.2652227308
0.283039826,0.0925040293,0.4929508567
0.5771634184,0.0923330447,0.4726639742
0.1222669907,0.0681021662,0.2312721835
0.015846207,0.0557170724,0.5134640124
0.3534310936,0.0335480779,0.2775249645
0.0546373555,0.0929151155,0.555412576
0.0695035911,0.0461192323,0.2391026649
0.2320199765,0.1565469277,0.4413577989
0.1864292955,0.0348310786,1.3791461668
-0.1352941305,-0.0058045378,0.4572794597
0.064439698,-0.0301647044,0.5974843165
0.2062771482,0.0634663087,0.6544891948
0.2450456648,0.0277491513,0.541888736
0.1794623005,0.05685018,0.8054254788
-0.2083974254,0.0559223084,0.7198748781
0.1642003838,0.1182376156,1.3192582388
0.2607606701,0.2188685358,0.7909369214
-0.272941488,0.0171278007,0.1643296893
0.1984222874,0.1126685489,0.2949818987
-0.1033526869,0.0830873367,1.0175126989
0.1034263136,0.0172628411,0.311386033
-0.0600222312,0.0122118323,0.4132946638
-0.3138233426,0.0118317793,0.6010678314
0.0354662097,0.2950869354,0.6045009989
0.6472291709,0.0975762167,0.059274325
0.7506497412,0.3251910094,0.4785438651
0.8170685635,0.2136333763,0.4737826279
0.1604743036,0.0607988138,0.241719766
-0.1085096255,0.0209586102,0.1388426907
0.3864582106,-0.0032645399,0.4339970821
0.4189535633,0.3087400077,0.6313039366
0.2518004491,0.0766520761,0.3054047785
0.2643764465,-0.0389224683,0.6356606802
0.2699149231,-0.0805968893,0.8663197505
-0.162154345,-0.0801005964,0.7381739334
-0.1232114083,0.3419589776,1.2973684432
0.7913226409,-0.023642071,0.3123960682
-0.2982069909,0.1556520381,0.5436707428
-0.121566099,0.1973089954,0.5369983021
0.0801252193,0.0881282125,0.463475076
0.2022653427,0.0031695713,0.4114290674
-0.17861308,0.0399814786,0.4393522361
-0.4349890569,0.1036069836,0.2380362156
-0.6600828164,0.1976911827,0.1707704402
-0.8147589021,0.2140644466,0.3745966477
-0.3980614517,0.0545209335,0.1330731885
-0.2944868954,-0.0017396075,0.0820148586
-0.7285580925,0.2701214049,0.0616590865
0.216738903,0.171111937,0.9674974221
0.6965900218,0.110388221,0.8251148702
0.4626320267,0.2228832864,0.5073414681
0.1952197081,0.1264392433,0.8384849993
0.8702352573,0.3111066591,0.1362297648
0.1507379061,0.1308325464,0.5929235265
0.272406262,0.0649104761,0.5407914069
-0.0219300927,0.0956349839,0.3132848784
-0.1522291002,-0.0018018113,0.6326819218
-0.1168945107,0.0288430146,0.2258718171
-0.4282134778,0.1097675678,0.8190974811
-0.0709789474,0.0294820921,0.4731041289
-0.0669725547,0.0310380185,0.6552410872
-0.2343197026,0.0072787337,0.4315069708
-0.0989790168,0.0691450257,0.390150918
0.1507307006,0.0375193873,0.3882205887
-0.0834579157,0.0805025444,0.4670496746
0.1735400744,0.2609843603,0.701301825
0.5158392656,-0.0070388642,0.6096306552
0.7289622043,0.0017412865,0.8127313394
0.2597129829,0.039742106,0.4310059131
-0.3181937468,0.0691620293,0.9605388634
0.1836621919,-0.0598814011,0.7336758743
0.0180140035,-0.0266278059,0.3676157971
-0.0929588507,0.002591514,0.1823567768
0.079633498,0.0130923445,0.2631960501
0.0065017645,0.4521874629,1.1076223136
0.1648167538,0.0297608962,0.5863405412
-0.1769164753,0.3160189521,1.3062753357
0.06488169,0.0887788696,1.4350270866
0.2580622625,0.0459939004,0.3837087125
0.0270918814,-0.0134407687,0.3399918339
0.0738235181,0.0250557203,0.7737151219
-0.1380259663,0.0267275452,0.2335633219
0.3358387884,0.0973967935,0.2145073754
0.2869315009,0.0865383538,0.3194034571
0.9061995852,0.2031111731,0.0575928693
0.030067194,0.0417183293,0.2896312027
0.599378243,0.0186421556,0.4401604674
0.6660687675,0.350269411,0.5208677058
0.4489070298,-0.0234576719,0.5190309578
0.3480780506,0.0535323692,0.355974417
0.268951396,0.0142666433,0.5104339681
0.0294729706,0.0130035894,0.5750662105
0.4188165437,0.0679649428,0.4732776749
0.0243202719,0.1031776651,0.8327709723
-0.3366410224,0.0739738581,0.7395032391
-0.02503352,-0.0029107529,0.3785504395
-0.3097548759,0.0846834527,0.7262892019
0.3885158115,0.2060714611,0.8671057719
0.5652846871,0.0633076354,0.1922389806
0.3348050408,0.0124268114,0.467847117
0.124437053,0.032163952,0.1897694335
-0.0115082041,0.0031221716,0.5212741844
0.1895604619,-0.0866899835,0.5578821597
0.0211115168,-0.0132067462,0.3309712143
0.3947201977,0.077471855,0.5424365544
0.57149919,0.387634747,0.431187639
0.0546506998,0.1143414701,0.8983690859
-0.0849969326,0.0648053469,0.503039459
-0.0533424517,0.284011874,0.5171774351
